Transcript stable ID	Gene stable ID	Gene type	Gene name
ENSRNOT00000017599.3	ENSRNOG00000013101	protein_coding	Pcdh8
ENSRNOT00000038279.6	ENSRNOG00000022732	protein_coding	Tmem126b
ENSRNOT00000024658.7	ENSRNOG00000028668	protein_coding	Slc28a2
ENSRNOT00000036435.6	ENSRNOG00000028668	protein_coding	Slc28a2
ENSRNOT00000046793.1	ENSRNOG00000050132	protein_coding	Olr83
ENSRNOT00000002443.8	ENSRNOG00000001793	protein_coding	Heg1
ENSRNOT00000017838.6	ENSRNOG00000013262	protein_coding	Myl1
ENSRNOT00000018097.6	ENSRNOG00000013262	protein_coding	Myl1
ENSRNOT00000067702.2	ENSRNOG00000042523	protein_coding	Ube2d2
ENSRNOT00000091904.1	ENSRNOG00000039902	protein_coding	Lbh
ENSRNOT00000061284.4	ENSRNOG00000039902	protein_coding	Lbh
ENSRNOT00000057190.2	ENSRNOG00000037690	protein_coding	Sertad3
ENSRNOT00000050878.4	ENSRNOG00000028884	protein_coding	Atp5l
ENSRNOT00000013496.3	ENSRNOG00000009946	protein_coding	Ldlr
ENSRNOT00000083847.1	ENSRNOG00000060645	protein_coding	AABR07067300.1
ENSRNOT00000020036.6	ENSRNOG00000014659	protein_coding	Ebpl
ENSRNOT00000054934.4	ENSRNOG00000036674	protein_coding	Cd7
ENSRNOT00000011651.5	ENSRNOG00000008628	protein_coding	Ica1
ENSRNOT00000077329.1	ENSRNOG00000008628	protein_coding	Ica1
ENSRNOT00000031487.5	ENSRNOG00000021670	protein_coding	Frem2
ENSRNOT00000084773.1	ENSRNOG00000007744	protein_coding	Ehd3
ENSRNOT00000010419.3	ENSRNOG00000007744	protein_coding	Ehd3
ENSRNOT00000026813.7	ENSRNOG00000019814	pseudogene	AABR07029933.1
ENSRNOT00000055321.4	ENSRNOG00000036859	protein_coding	Gdpd5
ENSRNOT00000046616.1	ENSRNOG00000050164	protein_coding	Olr130
ENSRNOT00000035580.4	ENSRNOG00000023352	protein_coding	Fam78a
ENSRNOT00000085061.1	ENSRNOG00000053663	protein_coding	Olr956
ENSRNOT00000080475.1	ENSRNOG00000058348	protein_coding	
ENSRNOT00000025149.5	ENSRNOG00000018481	protein_coding	Zfp259
ENSRNOT00000058763.4	ENSRNOG00000024595	protein_coding	Cers6
ENSRNOT00000088178.1	ENSRNOG00000057975	protein_coding	AABR07014882.1
ENSRNOT00000058029.1	ENSRNOG00000013939	protein_coding	Defb4
ENSRNOT00000046076.4	ENSRNOG00000033515	protein_coding	LOC100366054
ENSRNOT00000005894.7	ENSRNOG00000004279	protein_coding	Adgra3
ENSRNOT00000036646.6	ENSRNOG00000004279	protein_coding	Adgra3
ENSRNOT00000022892.5	ENSRNOG00000017032	protein_coding	Atp5a1
ENSRNOT00000013577.5	ENSRNOG00000010060	protein_coding	Panx1
ENSRNOT00000083395.1	ENSRNOG00000010060	protein_coding	Panx1
ENSRNOT00000055048.3	ENSRNOG00000025793	protein_coding	Usp31
ENSRNOT00000082927.1	ENSRNOG00000025793	protein_coding	Usp31
ENSRNOT00000034267.5	ENSRNOG00000022164	protein_coding	Zscan2
ENSRNOT00000058177.4	ENSRNOG00000038211	pseudogene	AABR07032856.1
ENSRNOT00000074937.1	ENSRNOG00000048445	protein_coding	LOC100909862
ENSRNOT00000023365.5	ENSRNOG00000017248	protein_coding	Prkag3
ENSRNOT00000074642.2	ENSRNOG00000045792	protein_coding	Olr595
ENSRNOT00000038860.4	ENSRNOG00000027459	protein_coding	Zbtb45
ENSRNOT00000021702.5	ENSRNOG00000016102	protein_coding	Ebf3
ENSRNOT00000024351.2	ENSRNOG00000018112	protein_coding	Olr392
ENSRNOT00000022964.6	ENSRNOG00000017061	protein_coding	Patl2
ENSRNOT00000006387.5	ENSRNOG00000004772	protein_coding	Cytip
ENSRNOT00000035060.4	ENSRNOG00000025443	protein_coding	Map1lc3a
ENSRNOT00000015217.5	ENSRNOG00000011383	protein_coding	Ndufs4
ENSRNOT00000070858.2	ENSRNOG00000047783	protein_coding	Tmem200a
ENSRNOT00000016442.8	ENSRNOG00000012061	protein_coding	Prkcb
ENSRNOT00000016418.6	ENSRNOG00000012061	protein_coding	Prkcb
ENSRNOT00000078705.1	ENSRNOG00000012061	protein_coding	Prkcb
ENSRNOT00000016401.7	ENSRNOG00000039284	protein_coding	Haus4
ENSRNOT00000089425.1	ENSRNOG00000054297	protein_coding	Senp1
ENSRNOT00000091715.1	ENSRNOG00000002879	protein_coding	Psen2
ENSRNOT00000040203.4	ENSRNOG00000002879	protein_coding	Psen2
ENSRNOT00000026755.5	ENSRNOG00000019721	protein_coding	Ypel3
ENSRNOT00000092021.1	ENSRNOG00000059140	protein_coding	Myo1g
ENSRNOT00000005368.7	ENSRNOG00000003846	protein_coding	Pitpna
ENSRNOT00000090554.1	ENSRNOG00000003846	protein_coding	Pitpna
ENSRNOT00000022115.7	ENSRNOG00000016708	protein_coding	E2f1
ENSRNOT00000086933.1	ENSRNOG00000016708	protein_coding	E2f1
ENSRNOT00000022428.6	ENSRNOG00000016708	protein_coding	E2f1
ENSRNOT00000024245.4	ENSRNOG00000018005	protein_coding	Duoxa1
ENSRNOT00000085427.1	ENSRNOG00000053312	protein_coding	AABR07065656.4
ENSRNOT00000087351.1	ENSRNOG00000053312	protein_coding	AABR07065656.4
ENSRNOT00000025657.2	ENSRNOG00000018964	protein_coding	Gss
ENSRNOT00000047713.4	ENSRNOG00000029423	protein_coding	AABR07052519.1
ENSRNOT00000029045.4	ENSRNOG00000006749	protein_coding	Tmtc3
ENSRNOT00000061328.3	ENSRNOG00000039924	protein_coding	Triqk
ENSRNOT00000083061.1	ENSRNOG00000004951	protein_coding	Kif16b
ENSRNOT00000036273.4	ENSRNOG00000004951	protein_coding	Kif16b
ENSRNOT00000084212.1	ENSRNOG00000056141	protein_coding	Matn3
ENSRNOT00000047374.1	ENSRNOG00000047343	protein_coding	Olr372
ENSRNOT00000028445.6	ENSRNOG00000020951	protein_coding	Slc4a1
ENSRNOT00000092102.1	ENSRNOG00000020951	protein_coding	Slc4a1
ENSRNOT00000050825.4	ENSRNOG00000050066	protein_coding	AABR07051583.1
ENSRNOT00000089040.1	ENSRNOG00000060571	protein_coding	Tmem189
ENSRNOT00000090493.1	ENSRNOG00000060571	protein_coding	Tmem189
ENSRNOT00000090730.1	ENSRNOG00000060185	protein_coding	LOC103690317
ENSRNOT00000086886.1	ENSRNOG00000060185	protein_coding	LOC103690317
ENSRNOT00000036261.3	ENSRNOG00000050698	protein_coding	Olr215
ENSRNOT00000019601.8	ENSRNOG00000014343	protein_coding	Anln
ENSRNOT00000071846.2	ENSRNOG00000014343	protein_coding	Anln
ENSRNOT00000040543.3	ENSRNOG00000002512	protein_coding	Gpatch2
ENSRNOT00000016739.6	ENSRNOG00000011929	protein_coding	Abcd3
ENSRNOT00000037006.5	ENSRNOG00000024507	pseudogene	AABR07057678.1
ENSRNOT00000049686.1	ENSRNOG00000048022	protein_coding	Olr218
ENSRNOT00000083163.1	ENSRNOG00000052671	protein_coding	LOC100911064
ENSRNOT00000017753.5	ENSRNOG00000012791	protein_coding	Ajuba
ENSRNOT00000020390.7	ENSRNOG00000015051	protein_coding	Golga7b
ENSRNOT00000047755.5	ENSRNOG00000030486	protein_coding	Prdm6
ENSRNOT00000072027.2	ENSRNOG00000050071	protein_coding	Cdc45
ENSRNOT00000022076.5	ENSRNOG00000016472	protein_coding	Mar-04
ENSRNOT00000005693.4	ENSRNOG00000004311	protein_coding	Gpr182
ENSRNOT00000037377.6	ENSRNOG00000022492	protein_coding	Ppial4g
ENSRNOT00000020885.5	ENSRNOG00000015068	protein_coding	Il11ra1
ENSRNOT00000021545.4	ENSRNOG00000016095	pseudogene	Taar7a
ENSRNOT00000045974.4	ENSRNOG00000004373	protein_coding	Ddx39a
ENSRNOT00000090312.1	ENSRNOG00000004373	protein_coding	Ddx39a
ENSRNOT00000051680.6	ENSRNOG00000029912	protein_coding	Gp1bb
ENSRNOT00000041168.5	ENSRNOG00000029912	protein_coding	Gp1bb
ENSRNOT00000083551.1	ENSRNOG00000020318	protein_coding	Pnkp
ENSRNOT00000051640.2	ENSRNOG00000020318	protein_coding	Pnkp
ENSRNOT00000012785.5	ENSRNOG00000009649	protein_coding	Slitrk5
ENSRNOT00000088207.1	ENSRNOG00000055994	protein_coding	AABR07029741.1
ENSRNOT00000080896.1	ENSRNOG00000055194	protein_coding	AABR07003241.3
ENSRNOT00000057909.1	ENSRNOG00000043466	protein_coding	Ankub1
ENSRNOT00000027128.3	ENSRNOG00000027359	protein_coding	Slc25a2
ENSRNOT00000007168.2	ENSRNOG00000005412	protein_coding	Olr813
ENSRNOT00000001638.5	ENSRNOG00000001223	protein_coding	Pttg1ip
ENSRNOT00000051149.2	ENSRNOG00000029574	protein_coding	Rps4x
ENSRNOT00000003455.5	ENSRNOG00000002566	protein_coding	Tnp2
ENSRNOT00000072628.2	ENSRNOG00000047244	protein_coding	Nup214
ENSRNOT00000017504.4	ENSRNOG00000013097	protein_coding	LOC691485
ENSRNOT00000080153.1	ENSRNOG00000055357	pseudogene	AC099183.1
ENSRNOT00000009759.3	ENSRNOG00000007426	protein_coding	Tmem64
ENSRNOT00000006330.4	ENSRNOG00000004601	protein_coding	Hao1
ENSRNOT00000023613.4	ENSRNOG00000017250	protein_coding	Gmpr
ENSRNOT00000071189.1	ENSRNOG00000048919	protein_coding	Ccdc36
ENSRNOT00000078440.1	ENSRNOG00000058982	protein_coding	AABR07052729.1
ENSRNOT00000004403.8	ENSRNOG00000003298	protein_coding	Cd247
ENSRNOT00000070958.1	ENSRNOG00000003298	protein_coding	Cd247
ENSRNOT00000085315.1	ENSRNOG00000058186	protein_coding	Errfi1
ENSRNOT00000065730.1	ENSRNOG00000001808	protein_coding	Ints13
ENSRNOT00000048757.3	ENSRNOG00000032215	protein_coding	Cdyl
ENSRNOT00000016541.4	ENSRNOG00000012280	protein_coding	Ptx3
ENSRNOT00000082792.1	ENSRNOG00000012094	protein_coding	Ltbp2
ENSRNOT00000031331.4	ENSRNOG00000012094	protein_coding	Ltbp2
ENSRNOT00000077458.1	ENSRNOG00000012094	protein_coding	Ltbp2
ENSRNOT00000023385.7	ENSRNOG00000017286	protein_coding	Ephx2
ENSRNOT00000000040.2	ENSRNOG00000000035	protein_coding	Tmed11
ENSRNOT00000026057.6	ENSRNOG00000019180	protein_coding	Acsl4
ENSRNOT00000027969.4	ENSRNOG00000019448	protein_coding	Lipf
ENSRNOT00000080925.1	ENSRNOG00000019161	protein_coding	Cpeb1
ENSRNOT00000026009.7	ENSRNOG00000019161	protein_coding	Cpeb1
ENSRNOT00000078789.1	ENSRNOG00000019161	protein_coding	Cpeb1
ENSRNOT00000072464.2	ENSRNOG00000045555	protein_coding	LOC100910944
ENSRNOT00000037946.5	ENSRNOG00000021317	protein_coding	Cct2
ENSRNOT00000020678.4	ENSRNOG00000015424	protein_coding	Olr51
ENSRNOT00000019893.6	ENSRNOG00000014450	protein_coding	Shprh
ENSRNOT00000088292.1	ENSRNOG00000014450	protein_coding	Shprh
ENSRNOT00000022364.4	ENSRNOG00000016685	protein_coding	Mc5r
ENSRNOT00000046890.3	ENSRNOG00000032187	protein_coding	Retnlb
ENSRNOT00000015757.3	ENSRNOG00000011414	protein_coding	Psmc3
ENSRNOT00000034515.1	ENSRNOG00000022375	processed_pseudogene	AABR07030375.1
ENSRNOT00000090319.1	ENSRNOG00000055647	protein_coding	Rbfa
ENSRNOT00000080478.1	ENSRNOG00000055647	protein_coding	Rbfa
ENSRNOT00000037996.5	ENSRNOG00000025088	protein_coding	Tmc3
ENSRNOT00000084452.1	ENSRNOG00000051420	protein_coding	Cables2
ENSRNOT00000018318.3	ENSRNOG00000013683	protein_coding	S1pr1
ENSRNOT00000012245.4	ENSRNOG00000009069	protein_coding	Tnfaip1
ENSRNOT00000029769.3	ENSRNOG00000027857	protein_coding	Pigw
ENSRNOT00000020690.5	ENSRNOG00000015367	protein_coding	AC096024.1
ENSRNOT00000021514.5	ENSRNOG00000036742	protein_coding	Uqcrc2
ENSRNOT00000018526.5	ENSRNOG00000013807	protein_coding	Dmc1
ENSRNOT00000009691.4	ENSRNOG00000007398	protein_coding	Zfp691
ENSRNOT00000035597.4	ENSRNOG00000025679	protein_coding	Stk40
ENSRNOT00000081423.1	ENSRNOG00000009792	protein_coding	Zbbx
ENSRNOT00000013111.6	ENSRNOG00000009792	protein_coding	Zbbx
ENSRNOT00000013764.6	ENSRNOG00000010209	protein_coding	Nol12
ENSRNOT00000017396.5	ENSRNOG00000013035	protein_coding	Rab33b
ENSRNOT00000089584.1	ENSRNOG00000020482	protein_coding	Nfatc4
ENSRNOT00000027789.5	ENSRNOG00000020482	protein_coding	Nfatc4
ENSRNOT00000074492.1	ENSRNOG00000047686	pseudogene	Pou3f1
ENSRNOT00000087089.1	ENSRNOG00000006966	protein_coding	Nfia
ENSRNOT00000086628.1	ENSRNOG00000006966	protein_coding	Nfia
ENSRNOT00000080577.1	ENSRNOG00000006966	protein_coding	Nfia
ENSRNOT00000004017.7	ENSRNOG00000006966	protein_coding	Nfia
ENSRNOT00000008435.5	ENSRNOG00000006445	protein_coding	Olr698
ENSRNOT00000043554.4	ENSRNOG00000030404	protein_coding	Arrb1
ENSRNOT00000039088.2	ENSRNOG00000049529	protein_coding	Vom1r52
ENSRNOT00000010755.5	ENSRNOG00000007957	protein_coding	Tspoap1
ENSRNOT00000019829.6	ENSRNOG00000028908	protein_coding	Eppin
ENSRNOT00000041533.5	ENSRNOG00000018712	protein_coding	Camk2a
ENSRNOT00000080177.1	ENSRNOG00000018712	protein_coding	Camk2a
ENSRNOT00000073926.2	ENSRNOG00000046254	protein_coding	Adgre1
ENSRNOT00000020925.6	ENSRNOG00000015622	protein_coding	Fbxo4
ENSRNOT00000049260.1	ENSRNOG00000048525	protein_coding	Olr247
ENSRNOT00000000142.7	ENSRNOG00000000130	protein_coding	Dnajb5
ENSRNOT00000080082.1	ENSRNOG00000000130	protein_coding	Dnajb5
ENSRNOT00000080457.1	ENSRNOG00000052267	protein_coding	Olr1285
ENSRNOT00000029471.4	ENSRNOG00000042059	protein_coding	Rccd1
ENSRNOT00000004686.3	ENSRNOG00000003370	protein_coding	Otc
ENSRNOT00000073220.2	ENSRNOG00000045795	protein_coding	Pddc1
ENSRNOT00000045950.4	ENSRNOG00000038957	protein_coding	RGD1305184
ENSRNOT00000020681.6	ENSRNOG00000014765	protein_coding	Vapa
ENSRNOT00000086340.1	ENSRNOG00000014765	protein_coding	Vapa
ENSRNOT00000089608.1	ENSRNOG00000055421	protein_coding	AABR07000385.1
ENSRNOT00000009825.5	ENSRNOG00000007142	protein_coding	B3gat1
ENSRNOT00000029565.6	ENSRNOG00000011341	protein_coding	Rictor
ENSRNOT00000028034.4	ENSRNOG00000020653	protein_coding	S1pr2
ENSRNOT00000009612.3	ENSRNOG00000007332	protein_coding	Sstr3
ENSRNOT00000087109.1	ENSRNOG00000059443	protein_coding	Zfp622
ENSRNOT00000084541.1	ENSRNOG00000059443	protein_coding	Zfp622
ENSRNOT00000067883.2	ENSRNOG00000030683	protein_coding	Vps26a
ENSRNOT00000081916.1	ENSRNOG00000030683	protein_coding	Vps26a
ENSRNOT00000012289.7	ENSRNOG00000009239	protein_coding	Entpd8
ENSRNOT00000041780.5	ENSRNOG00000028804	protein_coding	Vom2r41
ENSRNOT00000006264.4	ENSRNOG00000004516	protein_coding	Itgbl1
ENSRNOT00000018232.4	ENSRNOG00000013564	protein_coding	Dok3
ENSRNOT00000031190.4	ENSRNOG00000025005	protein_coding	Ccdc190
ENSRNOT00000004590.6	ENSRNOG00000003439	protein_coding	Il15
ENSRNOT00000082639.1	ENSRNOG00000011427	protein_coding	Hr
ENSRNOT00000015716.4	ENSRNOG00000011427	protein_coding	Hr
ENSRNOT00000000708.3	ENSRNOG00000000580	protein_coding	Fam26d
ENSRNOT00000004653.3	ENSRNOG00000003269	protein_coding	Atp6v0e1
ENSRNOT00000077386.1	ENSRNOG00000003269	protein_coding	Atp6v0e1
ENSRNOT00000091931.1	ENSRNOG00000056482	protein_coding	AABR07068750.1
ENSRNOT00000025827.5	ENSRNOG00000018873	protein_coding	Fam168a
ENSRNOT00000074874.2	ENSRNOG00000048308	protein_coding	LOC100910207
ENSRNOT00000007365.7	ENSRNOG00000005286	protein_coding	Coch
ENSRNOT00000020252.6	ENSRNOG00000014915	protein_coding	Gsr
ENSRNOT00000090036.1	ENSRNOG00000014915	protein_coding	Gsr
ENSRNOT00000046888.5	ENSRNOG00000023334	protein_coding	Parp14
ENSRNOT00000072406.3	ENSRNOG00000050264	protein_coding	AABR07035357.1
ENSRNOT00000012255.5	ENSRNOG00000009240	protein_coding	LOC690096
ENSRNOT00000015807.4	ENSRNOG00000011713	protein_coding	LOC691113
ENSRNOT00000014320.5	ENSRNOG00000010708	protein_coding	Gata4
ENSRNOT00000067664.4	ENSRNOG00000006063	protein_coding	Phf21a
ENSRNOT00000010270.7	ENSRNOG00000007752	protein_coding	Zmynd19
ENSRNOT00000080333.1	ENSRNOG00000055379	snoRNA	SNORA65
ENSRNOT00000072787.1	ENSRNOG00000058583	pseudogene	AABR07069969.1
ENSRNOT00000013009.5	ENSRNOG00000009821	protein_coding	Slitrk3
ENSRNOT00000078685.1	ENSRNOG00000061337	protein_coding	Fam63b
ENSRNOT00000031788.5	ENSRNOG00000028640	protein_coding	Siva1
ENSRNOT00000065213.4	ENSRNOG00000028640	protein_coding	Siva1
ENSRNOT00000030074.6	ENSRNOG00000002238	protein_coding	Sema5b
ENSRNOT00000044028.3	ENSRNOG00000011133	protein_coding	Trpc4
ENSRNOT00000015437.5	ENSRNOG00000011133	protein_coding	Trpc4
ENSRNOT00000005383.5	ENSRNOG00000003977	protein_coding	Dusp1
ENSRNOT00000090020.1	ENSRNOG00000061717	snRNA	U6
ENSRNOT00000087043.1	ENSRNOG00000011550	protein_coding	Kcnab2
ENSRNOT00000015840.3	ENSRNOG00000011550	protein_coding	Kcnab2
ENSRNOT00000067822.2	ENSRNOG00000018944	protein_coding	Pank1
ENSRNOT00000074778.2	ENSRNOG00000047124	protein_coding	Atp2a1
ENSRNOT00000036506.6	ENSRNOG00000024930	protein_coding	Smim19
ENSRNOT00000091066.1	ENSRNOG00000052123	snRNA	U1
ENSRNOT00000052300.1	ENSRNOG00000034119	protein_coding	Vom1r2
ENSRNOT00000049705.1	ENSRNOG00000031046	protein_coding	Ifna5
ENSRNOT00000063876.1	ENSRNOG00000008897	protein_coding	Gga1
ENSRNOT00000078886.1	ENSRNOG00000052492	protein_coding	Vom1r73
ENSRNOT00000083184.1	ENSRNOG00000060283	snRNA	U7
ENSRNOT00000087099.1	ENSRNOG00000061646	protein_coding	Olr1244
ENSRNOT00000074033.1	ENSRNOG00000049196	miRNA	AC096455.1
ENSRNOT00000019389.7	ENSRNOG00000014460	protein_coding	Hivep1
ENSRNOT00000055160.3	ENSRNOG00000014771	protein_coding	Wfdc8
ENSRNOT00000047881.1	ENSRNOG00000031320	protein_coding	LOC499565
ENSRNOT00000075459.1	ENSRNOG00000045862	protein_coding	AABR07006823.1
ENSRNOT00000000676.7	ENSRNOG00000000560	protein_coding	Lrrc20
ENSRNOT00000078719.1	ENSRNOG00000000560	protein_coding	Lrrc20
ENSRNOT00000014013.6	ENSRNOG00000010535	protein_coding	Cdh18
ENSRNOT00000090310.1	ENSRNOG00000057033	snRNA	U6
ENSRNOT00000009701.7	ENSRNOG00000007288	protein_coding	M1ap
ENSRNOT00000063245.2	ENSRNOG00000041492	miRNA	Mir1249
ENSRNOT00000065229.2	ENSRNOG00000007462	protein_coding	Sep-08
ENSRNOT00000083162.1	ENSRNOG00000007462	protein_coding	Sep-08
ENSRNOT00000091236.1	ENSRNOG00000007462	protein_coding	Sep-08
ENSRNOT00000084330.1	ENSRNOG00000019490	protein_coding	Slc20a2
ENSRNOT00000026418.7	ENSRNOG00000019490	protein_coding	Slc20a2
ENSRNOT00000073310.1	ENSRNOG00000049314	pseudogene	AABR07069524.1
ENSRNOT00000078737.1	ENSRNOG00000038597	protein_coding	Dlg1
ENSRNOT00000058885.2	ENSRNOG00000038597	protein_coding	Dlg1
ENSRNOT00000031564.2	ENSRNOG00000023112	protein_coding	LOC500594
ENSRNOT00000082722.1	ENSRNOG00000020916	protein_coding	Tmub2
ENSRNOT00000055185.2	ENSRNOG00000020916	protein_coding	Tmub2
ENSRNOT00000011278.4	ENSRNOG00000008521	processed_pseudogene	RGD1559821
ENSRNOT00000088315.1	ENSRNOG00000059597	protein_coding	AABR07054088.1
ENSRNOT00000080400.1	ENSRNOG00000054627	misc_RNA	7SK
ENSRNOT00000090155.1	ENSRNOG00000059604	protein_coding	AABR07012274.1
ENSRNOT00000010871.5	ENSRNOG00000008222	protein_coding	Timm9
ENSRNOT00000088790.1	ENSRNOG00000008222	protein_coding	Timm9
ENSRNOT00000086594.1	ENSRNOG00000053631	protein_coding	Tdrd9
ENSRNOT00000081251.1	ENSRNOG00000058033	snoRNA	SNORA27
ENSRNOT00000055488.4	ENSRNOG00000033733	protein_coding	Ccdc81
ENSRNOT00000019597.5	ENSRNOG00000014590	protein_coding	Stk33
ENSRNOT00000023196.5	ENSRNOG00000017197	protein_coding	Pdgfb
ENSRNOT00000080957.1	ENSRNOG00000054477	snRNA	U6
ENSRNOT00000084850.1	ENSRNOG00000003794	protein_coding	Nmral1
ENSRNOT00000005109.7	ENSRNOG00000003794	protein_coding	Nmral1
ENSRNOT00000077959.1	ENSRNOG00000052393	protein_coding	Bscl2
ENSRNOT00000073767.2	ENSRNOG00000047091	protein_coding	Psmb11
ENSRNOT00000059839.3	ENSRNOG00000039120	pseudogene	AABR07027478.1
ENSRNOT00000033550.4	ENSRNOG00000024338	protein_coding	LOC690276
ENSRNOT00000081004.1	ENSRNOG00000024338	protein_coding	LOC690276
ENSRNOT00000083014.1	ENSRNOG00000052989	snRNA	U6
ENSRNOT00000014631.6	ENSRNOG00000010655	protein_coding	Mttp
ENSRNOT00000077227.1	ENSRNOG00000004537	protein_coding	Rxrg
ENSRNOT00000006117.5	ENSRNOG00000004537	protein_coding	Rxrg
ENSRNOT00000019873.6	ENSRNOG00000014805	protein_coding	Wrap73
ENSRNOT00000017060.6	ENSRNOG00000012749	protein_coding	C1qb
ENSRNOT00000079052.1	ENSRNOG00000061226	snRNA	U6
ENSRNOT00000028039.4	ENSRNOG00000020656	protein_coding	Pfkfb4
ENSRNOT00000090164.1	ENSRNOG00000020656	protein_coding	Pfkfb4
ENSRNOT00000091573.1	ENSRNOG00000020656	protein_coding	Pfkfb4
ENSRNOT00000032386.3	ENSRNOG00000021731	protein_coding	LOC103689949
ENSRNOT00000089409.1	ENSRNOG00000059093	protein_coding	
ENSRNOT00000085855.1	ENSRNOG00000054234	snoRNA	SNORA17
ENSRNOT00000012658.6	ENSRNOG00000009465	protein_coding	Sfrp2
ENSRNOT00000028334.5	ENSRNOG00000020883	protein_coding	Dhdh
ENSRNOT00000053683.1	ENSRNOG00000035560	miRNA	Mir150
ENSRNOT00000015637.7	ENSRNOG00000036964	protein_coding	Ralgapa2
ENSRNOT00000020472.6	ENSRNOG00000014614	protein_coding	Cxxc1
ENSRNOT00000050446.3	ENSRNOG00000057207	processed_pseudogene	AABR07014239.1
ENSRNOT00000073184.1	ENSRNOG00000048247	miRNA	AABR07028995.1
ENSRNOT00000001490.6	ENSRNOG00000001128	protein_coding	Tesc
ENSRNOT00000072598.1	ENSRNOG00000046880	miRNA	AABR07052795.2
ENSRNOT00000042179.1	ENSRNOG00000048775	protein_coding	Olr917
ENSRNOT00000003246.4	ENSRNOG00000002388	protein_coding	Trim41
ENSRNOT00000085514.1	ENSRNOG00000052320	snRNA	U1
ENSRNOT00000014236.6	ENSRNOG00000010533	protein_coding	Arfip1
ENSRNOT00000082077.1	ENSRNOG00000010533	protein_coding	Arfip1
ENSRNOT00000084578.1	ENSRNOG00000058299	snRNA	U6
ENSRNOT00000055537.2	ENSRNOG00000036958	protein_coding	LOC102556447
ENSRNOT00000089356.1	ENSRNOG00000051716	snoRNA	SNORA15
ENSRNOT00000078129.1	ENSRNOG00000055670	pseudogene	AABR07068248.1
ENSRNOT00000066874.3	ENSRNOG00000050146	protein_coding	LOC100909732
ENSRNOT00000080538.1	ENSRNOG00000050146	protein_coding	LOC100909732
ENSRNOT00000055274.3	ENSRNOG00000036830	protein_coding	RGD1563200
ENSRNOT00000063259.1	ENSRNOG00000041506	miRNA	AABR07049385.1
ENSRNOT00000085515.1	ENSRNOG00000060697	lincRNA	AABR07061261.2
ENSRNOT00000013661.4	ENSRNOG00000010047	protein_coding	Ddit4l
ENSRNOT00000090647.1	ENSRNOG00000016031	protein_coding	Bicd2
ENSRNOT00000048653.4	ENSRNOG00000016031	protein_coding	Bicd2
ENSRNOT00000086358.1	ENSRNOG00000057510	pseudogene	AABR07029591.1
ENSRNOT00000086883.1	ENSRNOG00000055618	snoRNA	SNORA17
ENSRNOT00000018501.3	ENSRNOG00000030093	protein_coding	Defa5
ENSRNOT00000089974.1	ENSRNOG00000061719	lincRNA	AABR07001623.1
ENSRNOT00000043333.2	ENSRNOG00000029485	protein_coding	Psg29
ENSRNOT00000086305.1	ENSRNOG00000004146	protein_coding	Coro7
ENSRNOT00000006067.6	ENSRNOG00000004146	protein_coding	Coro7
ENSRNOT00000072994.2	ENSRNOG00000047258	protein_coding	Prss55
ENSRNOT00000071999.1	ENSRNOG00000047877	protein_coding	AABR07064622.1
ENSRNOT00000007657.5	ENSRNOG00000047516	protein_coding	Map3k7
ENSRNOT00000080862.1	ENSRNOG00000053905	lincRNA	AABR07063167.1
ENSRNOT00000090800.1	ENSRNOG00000058488	snoRNA	SNORD53_SNORD92
ENSRNOT00000064160.2	ENSRNOG00000042620	protein_coding	Marveld1
ENSRNOT00000085016.1	ENSRNOG00000059856	lincRNA	AABR07033283.1
ENSRNOT00000066666.2	ENSRNOG00000043460	protein_coding	AABR07061158.1
ENSRNOT00000063257.2	ENSRNOG00000041504	miRNA	AC097023.1
ENSRNOT00000079761.1	ENSRNOG00000061018	lincRNA	AABR07052529.1
ENSRNOT00000025300.3	ENSRNOG00000023172	protein_coding	Dnajb3
ENSRNOT00000077909.1	ENSRNOG00000053885	snRNA	U7
ENSRNOT00000057935.4	ENSRNOG00000038078	processed_pseudogene	AABR07018792.1
ENSRNOT00000024561.3	ENSRNOG00000017900	protein_coding	rnf141
ENSRNOT00000082937.1	ENSRNOG00000056641	lincRNA	AABR07034550.1
ENSRNOT00000011794.6	ENSRNOG00000008859	protein_coding	Tank
ENSRNOT00000081682.1	ENSRNOG00000008859	protein_coding	Tank
ENSRNOT00000058030.2	ENSRNOG00000038126	protein_coding	Defb5
ENSRNOT00000018653.5	ENSRNOG00000038126	protein_coding	Defb5
ENSRNOT00000020154.5	ENSRNOG00000014874	protein_coding	Zfyve28
ENSRNOT00000053647.1	ENSRNOG00000035524	miRNA	Mir99a
ENSRNOT00000077804.1	ENSRNOG00000061365	lincRNA	AABR07007055.1
ENSRNOT00000064945.2	ENSRNOG00000043061	protein_coding	Siah3
ENSRNOT00000033288.6	ENSRNOG00000027175	protein_coding	Cnpy4
ENSRNOT00000012478.5	ENSRNOG00000009266	protein_coding	Anp32b
ENSRNOT00000079098.1	ENSRNOG00000051861	miRNA	AABR07027811.1
ENSRNOT00000092927.1	ENSRNOG00000062087	lincRNA	AABR07010601.1
ENSRNOT00000037904.2	ENSRNOG00000025422	protein_coding	Pudp
